,S,K,T,r,sigma,value
0,29.716187731494358,86.7345337233754,4.7383784019234865,0.016156414798728414,0.0922776745104569,50.626165451686504
1,102.87568477497761,91.90782289977636,0.4290008805889106,0.03210296468393971,0.9039726129401661,16.910873285381015
2,95.26048341156881,73.15407824252253,0.23174531487526462,0.024382272944672063,0.0868541552090267,2.8808426385156475e-11
3,77.26063495888862,135.8029660357117,3.3444144477579263,0.04990321612120469,0.6006938433519307,61.22549540517713
4,191.11257548802047,103.33616525091544,2.37387628212881,0.037454122425731956,1.0078313921571225,38.341991074023156
5,12.56023165939526,84.1222504362417,1.7651431912887106,0.023241166601046834,1.4040412802211688,71.9732790471582
6,80.31379850080175,125.32194903969165,0.518999311632789,0.007892616900706658,0.6698058268563059,49.14406908445089
7,14.684289018028318,63.474373993443244,4.024556367317109,0.0487361058499139,1.0360106033003416,44.6811081861294
8,190.5042669265942,119.44867575140027,0.14445738456738577,0.044711094826917736,1.4387638847860666,8.597980360792569
9,153.70905668023354,104.32994320039407,0.0540286410587415,0.00868705518794515,1.10867523336917,0.9385647360178622
10,129.42802058129197,93.97517889351435,1.287138973584519,0.008939732458115371,0.3362813061928389,4.395614548483149
11,107.3143303791136,125.98485277094635,0.16723070753676628,0.02357065551872204,1.0230162064468094,29.68449459785687
12,79.68293785882294,139.32246686693497,4.581894512662138,0.009206442169914085,0.4027335505034422,68.17656795870056
13,102.79641300352738,108.10530894339891,0.13994486314669596,0.004133872484531917,0.6666536084654021,13.291053630664848
14,31.31012221663849,146.01345882952353,2.082810826865939,0.009813197453686442,0.27183782820464986,111.7495764550689
15,194.77284890636406,145.73904035640936,4.536511556448398,0.024781294456896544,1.4353552534825282,110.23108563616037
16,155.65352966977144,72.83212372760745,1.9348921445485212,0.019384107158848196,1.2652109097243,32.46415706958675
17,198.41681556982834,149.94302818706404,3.0132044629030603,0.023277517526588624,1.2830485944239858,95.88268989094449
18,0.6903685792557068,88.06117356049606,3.302695532649445,0.004978814207639302,0.14816182412733067,85.93461081400464
19,119.31680348569525,147.79139418110546,3.1133149508497033,0.022501728964479977,1.1814695338120238,99.72580578341305
20,148.9063449761134,55.02327365987466,2.554659739942911,0.04915684051253333,0.4560269862143976,1.5851584171271318
